Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Daily meals frequency,Physical exercise,Carbs,Proteins,Fats,Calories,meal_name,meal_type,diet_type,sugar_g,sodium_mg,cholesterol_mg,serving_size_g,cooking_method,prep_time_min,cook_time_min,rating,is_healthy,Name of Exercise,Sets,Reps,Benefit,Burns Calories (per 30 min),Target Muscle Group,Equipment Needed,Difficulty Level,Body Part,Type of Muscle,Workout
24.28,Male,63.35,1.79,180.13,134.8,58.89,1.42,1024.96,Yoga,21.2203764,2.3,4,2.03,19.77,2.99,0,304.62,121.3,80.84,1681,Identify Sandwich,Breakfast,Vegetarian,26.66,1104.2,132.52,371.42,Fried,57.81,72.43,3.31,-0.01,Jumping Jacks,4.99,20.02,Strengthens lower abs and hip flexors,357.18,"Rear Deltoids, Upper Back",Resistance Band or Cable Machine,Advanced,Arms,Lats,Dumbbell rows
49.02,Male,57.62,1.89,191.6,135.4,62,1.14,1378.15,HIIT,21.14298604,3.49,2.01,1,16.13,3.01,0.01,311.5,124.49,82.84,1335,Article Curry,Breakfast,Balanced,41.76,164.1,169.59,307.51,Steamed,52.02,111.44,3.08,0,Wall Angels,5.01,21.96,Targets lower abs,348.57,"Full Body, Core, Shoulders",Bench or Chair,Beginner,Shoulders,Lower Chest,Skull crushers
18.94,Male,56.44,1.87,178.39,137.7,69.89,0.61,738.77,HIIT,18.58530871,3.7,2.99,1.01,16.14,3,1.03,274.61,110.91,73.62,1701,As Soup,Breakfast,Low-Carb,41.89,1844.09,166.34,338.47,Fried,39.06,23.36,3.51,0.01,Frog Jumps,3.99,19.01,Builds back strength,333.89,"Lower Abs, Hip Flexors",Cable Machine or Resistance Band,Beginner,Forearms,Quads,Incline dumbbell flyes
23.09,Female,59.33,1.78,185.12,140.67,58.11,1.67,1306.61,Yoga,22.32009382,2.7,5,3.04,18.73,1.99,0.01,280.44,112.98,75.31,1678,Dream Curry,Dinner,Balanced,12.79,2223.8,54.28,290.86,Baked,52.04,44.9,3.87,1,Lateral Raises,4.99,24.95,Strengthens core and improves mobility,328.98,"Upper Chest, Triceps",Resistance Band,Beginner,Shoulders,Wrist Extensors,Dumbbell rows
18.16,Female,64.8,1.82,186.81,148.83,52,1.2,1294.92,Strength,21.91286356,2.41,2.99,1.99,19.56,4.02,0.01,204.68,82.64,55.2,1932,Nature Curry,Dinner,Vegan,23.4,677.99,38.68,131.74,Raw,55.88,114.83,2.21,-0.01,Dips,4.02,20.99,Improves cardiovascular fitness,341.21,"Rear Deltoids, Upper Back","Bench, Barbell",Beginner,Abs,Posterior,Leg raises
39.91,Female,60.9,1.88,183.14,141.21,61.13,1.21,1306.8,Strength,19.42453008,2.99,3,2,17.23,3,2.98,286.92,112.92,76.46,1778,Foot Sandwich,Dinner,Balanced,16.8,1634.22,47.04,374.26,Steamed,53.49,91.95,2.57,1,Zottman Curls,4.99,25.04,Builds unilateral leg strength,340.79,"Rear Deltoids, Upper Back",None or Dumbbell,Advanced,Abs,Grip Strength,Preacher curls
45.08,Male,57.13,1.55,193.51,120.75,58.13,1.67,2386.26,HIIT,24.29579679,2.68,4.99,2.99,23.78,3.01,-0.01,213.45,84.05,56.48,1726,Face Stew,Dinner,Vegetarian,32.88,630.15,17.74,271.41,Boiled,54.75,107.26,4.97,0.01,Pull-ups,5,16.98,Improves coordination and cardiovascular health,328.48,"Rear Deltoids, Upper Back","Bench, Barbell",Intermediate,Legs,Upper,Hyperextensions
43.06,Male,108.74,1.73,173.65,150.13,66.19,1.34,882.79,Yoga,35,2.21,2.02,1,36.33,2.01,0,260.21,104.41,69.64,2807,Old Wrap,Snack,Keto,41.07,2415.75,237.87,457.38,Raw,55.91,17.54,4.07,0,Deadlifts,4,25.03,Improves core stability and upper body strength,354.36,"Core, Lower Back",Dumbbells or Barbell,Advanced,Forearms,Anterior,Concentration curls
53.06,Male,56.65,1.59,198.41,163.65,65.14,1.48,1421.98,Cardio,23.25641276,1.99,2.98,2.01,22.41,3,0.02,258.59,103.53,68.41,1504,Single Soup,Breakfast,Low-Carb,25.53,1532.89,120.08,156.4,Fried,44.91,40.52,2.88,0.01,Calf Raises,4.02,24.05,Improves flexibility,336.09,"Back, Core, Shoulders",Box or Platform,Advanced,Arms,Wrist Flexors,Leg raises
42.25,Male,63.17,1.71,173.13,169.18,62.24,1.43,1544.4,Strength,24.20770049,1.79,3.02,2,21.6,1.98,-0.03,299.25,120.25,80.13,1775,Value Salad,Dinner,Vegan,31.78,1160.45,40.8,208.24,Fried,55.11,49.45,4.84,0,Renegade Rows,3.01,9.95,Targets biceps and forearms,269.84,"Triceps, Chest",Wall,Intermediate,Shoulders,Wrist Extensors,Incline cable crossovers
43.33,Female,72.38,1.8,161.68,165.95,49.87,0.79,955.9,HIIT,24.2121944,2.12,3.01,1,22.34,2.99,-0.01,308.46,122.79,81.47,2057,Likely Curry,Snack,Low-Carb,23.89,2000.3,66.24,287.11,Roasted,34.69,59.61,5,0,Prone Cobras,5,15.93,Improves core stability and balance,360.55,"Legs, Core",Dumbbells or Barbell,Advanced,Shoulders,Lats,Concentration curls
31.11,Male,69.35,1.97,199.34,129.35,60.77,0.7,692.37,Strength,19.80000963,2.51,2.03,1,17.87,3.98,0,241.14,96.8,64.23,1885,Give Stew,Dinner,Vegetarian,25.32,2078.88,256.03,161.93,Roasted,58.6,24.28,2.43,0,Reverse Lunges,4,19,Builds shoulder width,355.39,"Glutes, Hamstrings, Core",Cable Machine or Resistance Band,Advanced,Shoulders,Lower Chest,Hanging leg raises
29.81,Female,113.51,1.92,177.31,136.55,54.36,1.26,1523.21,HIIT,29.83892519,3.71,2.98,1,30.79,3.01,0,230.11,92.08,61.33,3040,Father Sandwich,Lunch,Vegan,42.3,805.53,260.09,498.05,Steamed,28.3,97.43,1.2,-0.01,Deadlifts,4.99,25.06,Improves shoulder mobility and posture,366.42,"Lower Back, Glutes",Bench or Sturdy Surface,Advanced,Shoulders,Lower,Leg curls
18.1,Female,82.48,1.84,190.15,148.18,66.01,1.74,1356.16,Yoga,24.96196017,3.51,5.01,2.99,24.36,4,1,268.98,107.38,71.68,2203,Near Stew,Dinner,Paleo,47.25,727.29,9.49,169.96,Baked,43.07,19.63,4.58,-0.01,Seated Rows,4.02,21.03,Advanced core exercise,343.23,"Upper Chest, Triceps",Bench or Chair,Intermediate,Chest,Posterior,Dumbbell front raises
44.3,Male,77.59,1.79,198.55,165.59,52.94,1.41,928.91,Yoga,25.93544389,2.19,2.98,1,24.22,1.98,0.03,209.74,84.65,56.15,2058,Ground Pasta,Snack,Keto,28.9,1731.56,144.78,486.37,Grilled,53.58,111.89,4.21,0.01,Rows,5,17.99,Strengthens shoulders,360.53,"Core, Obliques",Bench or Sturdy Surface,Intermediate,Legs,Grip Strength,Leg raises
44.14,Female,64.05,1.54,199.38,133.18,57.84,1.66,1943.69,Strength,29.42135087,2.71,3.99,3.01,27.01,3.02,-0.02,221.12,89.23,59.8,1865,Song Rice,Snack,Balanced,27.15,1505.2,283.41,423.39,Grilled,41.04,80.44,4.41,0,Turkish Get-ups,3.99,25.04,Strengthens core and improves mobility,367.45,"Shoulders, Upper Back",Bench or Chair,Intermediate,Forearms,Posterior,Bird dog
35.99,Female,90.92,1.65,168.85,157.85,71.1,1.38,1491.64,Strength,32.75258721,3.4,4,2.01,33.4,3.01,0.02,237.09,96.11,63.58,2351,Evidence Sandwich,Lunch,Low-Carb,40.61,230.81,146.6,474.21,Fried,34.15,69.18,4.23,0,Push Ups,3.99,15.03,Combines lower body and upper body strength,353.73,"Core, Shoulders, Legs",Wall,Advanced,Abs,Wrist Flexors,Bent-over lateral raises
24.12,Female,62.84,1.79,179.73,135.14,58.86,1.41,1352.47,Cardio,22.13123799,2.29,3.98,1.99,19.61,2.99,0.01,308.47,120.68,81.14,1818,Economy Salad,Dinner,Vegan,26.59,1106.02,132.65,375.13,Roasted,57.96,71.41,3.29,0,Zottman Curls,5,20.07,Targets biceps and forearms,358.39,"Upper Chest, Triceps","Bench, Barbell",Beginner,Chest,Lower Chest,Hammer curls
24.39,Male,52.13,1.57,169.04,166.17,60.01,1.29,852.95,Yoga,22.86654881,2.4,1.99,1.02,21.15,3.99,0,263.64,106.13,70.11,1433,Treatment Rice,Dinner,Low-Carb,26.46,2062.23,142.35,376.66,Grilled,55.71,77.65,1.71,0.01,Inverted Rows,4.01,20.05,Activates and strengthens glutes,362.34,"Core, Shoulders, Hips",Cable Machine,Advanced,Back,Wrist Extensors,Barbell squats
52.18,Female,61.08,1.69,160.23,152.45,62.93,1.79,2095.91,Strength,24.55513943,2.67,4.01,3.01,21.39,3.02,3.99,363.47,145.42,96.92,1782,Green Wrap,Snack,Paleo,5.73,954.03,128.13,224.11,Roasted,30.79,69.06,3.77,1,Shoulder Press,5.02,14.98,Improves cardiovascular fitness,335.82,"Core, Lower Back",Bench or Step,Beginner,Abs,Middle,Fat grip dumbbell curl
18.16,Male,64.18,1.82,187,149.02,51.81,1.2,1152,Cardio,22.67991655,2.41,3.01,2,19.38,4.01,0.02,207.22,83.56,55.34,1748,Change Wrap,Dinner,Low-Carb,23.56,660,39.4,139.62,Grilled,56.3,115.85,2.19,0.01,Mountain Climbers,4,21.06,Strengthens lower abs and hip flexors,341.2,"Back, Core, Shoulders",Pull-up Bar,Intermediate,Chest,Lateral,Fat grip dumbbell curl
24.95,Female,65.45,1.77,159.8,140.75,57.95,0.89,881.1,Strength,28.04241391,2.61,2.98,1,20.89,3.99,-0.01,286,116.13,76.28,1942,Tonight Curry,Breakfast,Vegetarian,25.21,248.56,174.36,116.25,Steamed,28.31,83.49,1.18,0,Windshield Wipers,5.02,17.06,Targets lower abs,352.63,"Rear Deltoids, Upper Back",Step or Box,Beginner,Abs,Quads,Leg curls
37.16,Male,55.7,1.57,181.68,123.31,53.17,0.99,980.99,Strength,29.70986269,2.4,2.03,1.01,22.6,1.98,1.02,206.68,82.9,55.14,1458,Drug Sandwich,Lunch,Paleo,20.14,2015.24,223.99,238.64,Fried,9.32,22.71,2.18,0.01,Bench Press,4.01,24.98,Improves posture and back strength,340.71,"Rear Deltoids, Upper Back",Resistance Band or Cable Machine,Advanced,Legs,Upper,Romanian deadlifts
18,Male,67.35,1.59,181.65,163.9,70.96,0.59,518.26,Cardio,29.15369104,2.41,3.02,1,26.64,2,0.01,248.21,99.26,66.41,1863,Authority Soup,Dinner,Low-Carb,10.57,1693.07,17.67,168.12,Fried,7.86,94.45,4.42,0,Bicep Curls,5.01,17.02,Improves flexibility,348.27,"Quadriceps, Glutes",Kettlebell,Advanced,Arms,Triceps,Hyperextensions
38.84,Male,85.77,1.89,162.93,139.81,61.1,0.77,509.12,Yoga,25.58645065,3.6,2.01,1.02,24.01,2,0,190.03,75.21,50.31,2319,Challenge Pasta,Dinner,Vegetarian,28.52,1322.79,289.77,185.11,Roasted,48.34,106.22,1.99,0,Pistol Squats,3.98,14.99,Strengthens shoulders,334.65,"Upper Back, Rear Deltoids",None or Dumbbells,Beginner,Back,Upper,Close-grip bench press
43.32,Female,102.24,1.72,190.17,146.37,58.02,0.83,1004.3,HIIT,34.26836694,1.99,2,1,34.56,3.01,0,234.11,92.86,62.32,2734,Seven Sandwich,Snack,Vegan,48.81,2249.83,30.49,323.43,Steamed,23.28,36.88,2.52,0.01,Windshield Wipers,4,14.97,Targets obliques and improves core rotation,370.84,"Core, Obliques",Bench or Chair,Advanced,Forearms,Quads,Overhead triceps extensions
20.68,Male,94.57,1.73,186.15,145.96,71.99,1,880.8,Cardio,28.53180937,3.58,1.98,1.01,31.6,3.01,0.01,255.68,102.72,68.32,2428,Training Curry,Dinner,Vegetarian,23.63,2046.37,53.87,331.86,Fried,17.75,119.39,3.74,0.01,Bird Dogs,4.03,23.92,Advanced core exercise,365.1,"Glutes, Hamstrings",Kettlebell,Intermediate,Arms,Triceps,Concentration curls
39.34,Female,127.17,1.82,180.32,160.95,70.03,1.26,1211.62,Cardio,33.23201365,3.02,3,2.02,38.39,3,0,253.45,102.18,67.21,3411,Organization Salad,Dinner,Keto,43.66,475.48,237.3,327.49,Boiled,56.4,104.39,2.3,0.01,Leg Press,5,17.93,Improves posture and strengthens upper back,345.86,"Back, Biceps",Pull-up Bar,Intermediate,Shoulders,Posterior,Towel pull-up
56.9,Male,44.38,1.75,179.9,159.8,73.08,1.4,1229.76,Cardio,20.96340621,1.71,1.99,1,14.49,2.99,0.01,211.9,84.66,56.33,1222,College Pasta,Lunch,Vegetarian,2.8,1775,104.47,481.75,Baked,6.27,29.69,0.99,0,Burpees,5.01,20.03,Strengthens lower abs and hip flexors,348.41,"Rear Deltoids, Upper Back",Resistance Band,Intermediate,Abs,Lower Chest,Leg raises
44.91,Male,78.61,1.96,165.78,167.09,61.98,1.3,1146.08,Cardio,21.87929741,2.18,3.01,1.02,20.46,3.99,0.01,219.79,88.38,59.39,2012,Night Wrap,Breakfast,Keto,16.81,1909.4,126.14,115.76,Boiled,8.78,64.31,3.27,0.01,Plank,4,20.89,Enhances full-body coordination and stability,354.44,"Glutes, Hamstrings, Core",None or Dumbbells,Advanced,Legs,Grip Strength,Bird dog
50.04,Male,71.33,1.68,186.99,161.06,69.96,1.16,1402.32,HIIT,26.23964594,2.49,2,1,25.27,2.97,-0.01,299.82,119.61,79.91,1784,Follow Sandwich,Snack,Low-Carb,20.82,937.28,2.18,327.85,Grilled,45.98,62.48,1.36,0,Russian Twists,3.03,11.89,Improves posture and strengthens upper back,260.49,"Legs, Shoulders, Core",None or Dumbbells,Advanced,Abs,Lateral,Plate pinch
18.9,Male,73.67,1.77,198.06,137.04,63.86,1.28,1689.6,HIIT,23.77596057,2.6,2.99,2,23.51,3.02,2.99,340.69,136.07,91.61,1967,With Wrap,Breakfast,Balanced,43.88,2103.15,22.02,414.53,Grilled,44.68,19.77,3.92,0,Thrusters,3.99,19.13,Builds back strength,339.59,Core,Resistance Band,Intermediate,Back,Upper,Bent-over rows
41.38,Male,82.13,1.78,185.22,139.17,61.07,1.69,1984.9,Strength,32.17017788,3.49,3.99,3.05,25.92,3.02,0.02,234.42,93.56,61.96,2339,Everybody Curry,Snack,Vegetarian,8.62,2079.63,63.99,185.28,Boiled,45.05,29.49,2.29,0,Leg Press,5,14.96,Improves core stability and upper body strength,348.57,"Lower Back, Glutes",Box or Platform,Beginner,Abs,Grip Strength,Leg extensions
29.18,Female,80.82,1.98,159.77,144.91,49.91,1.65,1929.02,Strength,23.38338697,3.5,5,2.99,20.62,3.02,0.03,242.7,96.81,64.71,2227,Wall Salad,Dinner,Paleo,26.93,1836.17,261.68,431.27,Grilled,11.4,11.64,4.71,0,Plyometric Push-ups,4,15.11,Improves posture and back strength,334.79,"Chest, Triceps",None or Dumbbells,Advanced,Abs,Lats,Pull-ups
43.15,Male,73.26,1.59,190.59,158.46,66.99,1.3,1287,Strength,31.73098555,2.2,3,1,28.98,2.98,0.99,252.64,101.63,67.52,2110,On Curry,Dinner,Vegan,4.27,1372.59,180.89,195.09,Boiled,51.1,110.4,2.22,-0.01,Inverted Rows,3.98,20.05,Full body workout,350.69,Calves,Bench or Step,Intermediate,Legs,Upper,Incline dumbbell flyes
23.92,Male,70.5,1.76,166.23,146.14,60.17,1.42,1403.24,Strength,24.17085829,1.99,2.99,1,22.76,1.99,1,285.12,114.52,76.46,1636,Itself Salad,Breakfast,Low-Carb,25.74,508.79,286.48,141.42,Raw,26.08,58.97,1.4,0,Shoulder Press,5,23.04,Builds shoulder width,361.98,"Back, Core, Shoulders",Cable Machine,Advanced,Back,Wrist Extensors,Barbell curls
52.78,Male,52.76,1.74,173.26,156.06,54.04,1.38,1490.4,Strength,18.87594361,1.81,3,2,17.43,3.98,-0.01,286.99,116.53,76.5,1466,Conference Pasta,Lunch,Keto,35.22,1086.29,229.13,361.64,Grilled,31.93,82.72,1.6,0,Thrusters,4.98,19.82,Improves balance and coordination,357.85,Core,Cable Machine,Advanced,Arms,Anterior,Fat grip dumbbell curl
44.75,Male,52.5,1.85,185.92,161.09,72.98,1.2,1056.96,Cardio,19.21342017,2.51,2.98,1.01,15.34,3.02,0.01,244.69,98.13,65.23,1454,Book Pasta,Snack,Vegan,6.15,2014.44,127.9,434.5,Boiled,58.17,61.76,1.9,-0.01,Plank,4.02,14.9,Builds unilateral leg strength and balance,309.83,"Lower Abs, Hip Flexors",Box or Platform,Advanced,Shoulders,Grip Strength,Pull-ups
48.2,Female,87.6,1.77,183.28,156.62,67.03,1.81,2117.7,Strength,29.58456041,3.5,4.98,3,27.96,2.99,2.01,348.02,139.45,92.6,2304,Movement Rice,Lunch,Low-Carb,3.65,1050.33,285.7,393.71,Steamed,51.46,18.11,3.6,0.01,Dragon Flags,3.99,24.94,Strengthens back and improves posture,366.36,"Core, Obliques",None or Dumbbell,Intermediate,Back,Wrist Extensors,Romanian deadlifts
44.03,Female,94.64,1.84,170.11,119.75,67.09,1.26,1664.59,HIIT,28.4764066,3.11,3.97,2.01,27.95,3.99,1.98,295.92,118.8,78.93,2519,Discover Sandwich,Snack,Vegetarian,44.3,1373.03,174.88,337.83,Baked,18.68,19.28,3.17,0.02,Thrusters,4.99,20.97,Strengthens lower abs and hip flexors,334.89,"Back, Hamstrings, Glutes",None or Dumbbell,Advanced,Legs,Lower,Dumbbell flyes
50.65,Male,56.17,1.5,181.81,142.03,65.97,1.44,1745.57,HIIT,24.35155183,2.4,2.99,1.02,24.96,3.02,1.01,258.18,103.03,68.45,1717,Analysis Curry,Snack,Balanced,22.95,1572.07,267.04,239.04,Roasted,22.98,97.84,1.81,0.01,Reverse Lunges,4,14.93,Isolates and strengthens triceps,339.83,"Lower Back, Glutes",Kettlebell,Beginner,Shoulders,Middle,Decline dumbbell press
48.18,Female,68.73,1.74,160.2,166.75,57.87,1.48,1602.4,Strength,24.99460044,2.3,2.97,2.03,22.7,3,4,307.31,123.08,82.24,1911,Beyond Stew,Snack,Low-Carb,48.47,1459.43,209.43,255.15,Fried,43.63,95.61,3.83,0,Tricep Extensions,3.99,17.12,Isolates triceps,362.7,Core,Dumbbells or Barbell,Intermediate,Back,Lower,Incline dumbbell press
45.46,Female,80.42,1.76,183.18,131.09,54.07,1.71,1779.77,Cardio,26.57693283,3.51,4,3.01,25.96,3,1,227.49,91.15,60.82,2132,Rest Rice,Dinner,Vegetarian,5.39,2071.46,95.1,465.94,Baked,27.22,117.48,3.72,0,Bird Dogs,3.99,22,Builds lower body power,361.33,"Full Body, Core, Shoulders",None or Dumbbells,Beginner,Forearms,Lower Chest,Seated calf raises
29.98,Male,84.7,1.95,159.82,154.91,68.15,1.61,2304.07,HIIT,23.86398216,3.51,5,3.01,22.27,4.02,1.02,285.08,112.99,74.84,2295,Skill Rice,Breakfast,Vegan,10.37,1781.37,124.28,479.76,Raw,46.15,117.14,3.61,0.01,Tricep Dips,4.99,20.09,Targets lower chest,350.81,"Upper Back, Rear Deltoids",Low Bar or TRX,Advanced,Arms,Wrist Flexors,Leg extensions
35.06,Male,44.53,1.62,195.98,157.26,64.89,0.56,492.35,Cardio,22.16650511,1.99,2,1,16.97,1.98,-0.01,172.18,68.31,46.04,1090,Scientist Stew,Snack,Balanced,42.3,1378.57,86.11,467.95,Boiled,46.41,19.45,4.27,0,Resistance Band Pull-Aparts,3.98,20.04,Builds upper body strength,338,"Shoulders, Upper Back",Step or Box,Beginner,Abs,Middle,Close-grip bench press
53.6,Female,116.77,2,184.37,122.4,64.89,1.13,745.12,Yoga,30.29625862,3.1,2.99,1,29.19,3,-0.01,307.45,123.36,81.81,3036,Doctor Sandwich,Snack,Keto,1.86,2393.18,113.69,467.68,Roasted,21.26,57.52,1.49,0,Deadlift,5,18.94,Strengthens lower abs,364.31,"Core, Lower Back",Bench or Chair,Beginner,Abs,Triceps,Romanian deadlifts
37.56,Female,83.35,1.74,163.98,150.79,50.98,1.67,1958.41,Strength,30.52541855,3.51,5.02,3.03,27.53,3,-0.02,244.57,98.63,65.31,2264,Local Soup,Breakfast,Balanced,29.41,1454.47,5.77,122.1,Raw,25.44,14.32,4.69,0,Windshield Wipers,5.01,24.94,Improves shoulder mobility and posture,345.7,"Upper Back, Rear Deltoids",Bench or Chair,Beginner,Arms,Anterior,Hammer curl
43.06,Female,80.61,1.78,187.91,151.93,64.96,1.59,1242.11,Yoga,23.11137971,3.5,5,3.02,25.44,1.97,1.01,316.97,126.78,85.12,2123,Kind Wrap,Lunch,Low-Carb,23.04,1088.98,192.62,464.86,Steamed,58.89,65.66,1.83,-0.01,Plyometric Push-ups,4.01,25.04,Improves back strength and posture,352.83,"Biceps, Forearms",Bench or Step,Advanced,Legs,Grip Strength,Seated cable rows
19.21,Female,65.91,1.58,169.78,120.79,57.01,1.45,1388.52,Cardio,24.68281324,1.9,2.96,1.97,26.4,3,-0.01,199.73,80.02,53.15,1790,Less Wrap,Lunch,Keto,42.22,932.2,215.7,336.28,Roasted,29.81,44.04,2.09,0.01,Mountain Climbers,4.01,24.02,Improves flexibility,330.62,Full Body,Bench or Chair,Intermediate,Chest,Lower Chest,Wrist curl
33.02,Male,102.81,1.75,185.39,139.8,53.12,1.4,1344,Cardio,32.25143603,2.2,3.03,2,33.57,3,0.01,287.39,115.21,77.28,2750,Accept Wrap,Dinner,Paleo,3.54,512.51,250.86,336.36,Boiled,36.82,91.77,3.13,1.01,Dead Bugs,4.01,20.78,Builds lower body power,365.11,"Legs, Shoulders, Core",Bench or Chair,Beginner,Legs,Upper,Seated cable rows
24.27,Female,63.14,1.79,179.69,134.55,59.17,1.41,1353.6,Cardio,20.92910332,2.32,4,2,19.71,2.99,0,304.2,122.56,81.8,1826,Plant Wrap,Breakfast,Vegan,26.34,1097.06,133.9,371.06,Fried,58.41,72.98,3.3,0,Resistance Band Pull-Aparts,5.02,20.01,Strengthens lower body,358.2,"Legs, Shoulders, Core",Kettlebell,Beginner,Legs,Lats,Hammer curls
56.93,Female,51.32,1.63,182.88,133.49,72.67,1.2,862.56,Yoga,22.80846871,1.99,4,1.98,19.32,4.01,-0.02,244.45,97.7,65.22,1472,Yet Rice,Snack,Vegetarian,27.49,1841.18,192.73,292.46,Steamed,21.99,28.44,1.64,0,Inverted Rows,3.99,18.04,Combines lower body and upper body strength,341.02,"Lower Back, Glutes",Bench or Step,Beginner,Arms,Triceps,Barbell hip thrusts
33.52,Male,51.75,1.61,161.79,157.79,53,1.43,1371.66,Cardio,21.88281531,2.4,2.99,1.99,19.96,2.99,-0.01,219.26,86.76,57.88,1305,Allow Rice,Breakfast,Balanced,47.9,591.35,5,421.43,Raw,16,22.9,1.6,0,Wall Angels,3.99,20.06,Builds calf muscles,338.57,"Upper Back, Rear Deltoids",Dumbbells or Barbell,Beginner,Back,Anterior,Dumbbell front raises
21.54,Male,117.19,1.68,172.12,134.35,56.74,1.24,892.8,Yoga,35,2.69,3.02,2,41.52,3,0.01,244.28,98.82,65.57,3149,Up Sandwich,Breakfast,Keto,44.86,1129.16,58.13,130.11,Fried,39.2,109.8,2.84,0,Step-ups,5,23.91,Strengthens lower body,370.12,"Core, Obliques",Resistance Band or Cable Machine,Intermediate,Legs,Posterior,Towel pull-up
42.85,Female,82.67,1.86,187.01,142.14,49.81,1.22,1318.7,Strength,26.53909443,3.1,3.98,2.01,23.9,2.99,0.02,155.78,62.05,41.12,2403,Agreement Curry,Dinner,Low-Carb,7.9,1435.93,122.39,388.3,Grilled,6.14,92.09,2.07,-0.01,Scissors Kicks,5,23.99,Improves posture and strengthens upper back,370.82,"Core, Shoulders, Legs",Bench or Chair,Intermediate,Back,Upper,Bicep Curls
59.55,Female,89.63,1.72,187.9,152.37,67.08,1.07,706.2,Yoga,30.40862428,3.2,2.99,1,30.3,3.02,0.02,247.49,98.73,65.16,2375,Management Rice,Breakfast,Keto,47.09,1216.77,148.05,199.6,Roasted,57.69,119.75,3.07,0,Dips,4.99,14.99,Improves posture and back strength,356.97,"Core, Obliques","Bench, Barbell",Advanced,Legs,Lateral,Standing calf raises
48.27,Female,56.52,1.51,184.91,125.88,51.8,1.37,1313.01,Cardio,28.66517765,2.1,3.99,1.98,24.79,3,0.02,215.89,86.49,57.49,1583,Give Stew,Lunch,Vegan,35.16,1698.88,57.95,130.81,Boiled,17.89,95.86,2.05,0,Lunges,5,23.02,Builds explosive upper body power,330.13,"Lower Back, Glutes",Cable Machine,Beginner,Chest,Grip Strength,Incline dumbbell press
27.28,Male,102.88,1.83,198.98,123.47,57.99,1.4,1848,HIIT,30.95969026,3.52,2.98,2,30.72,2.98,0.01,159.93,64.65,42.5,2892,Threat Pasta,Lunch,Paleo,43.8,2388.3,231.02,497.27,Raw,32.17,23.94,4.9,-0.01,Prone Cobras,5,17.02,Improves coordination and cardiovascular health,345.74,"Chest, Triceps",Kettlebell,Intermediate,Forearms,Posterior,Hanging leg raises
22.96,Male,80.97,1.8,178.19,125.58,58.99,1.56,1828.01,Strength,24.27837572,3.47,3.98,3.02,24.99,3.02,0,219.51,86.41,57.78,2270,Moment Wrap,Breakfast,Paleo,18.4,160.84,59.98,248.57,Raw,7.72,50.87,3.42,0,Tricep Extensions,5.01,17.06,Builds lower body power,364.95,"Quadriceps, Glutes",None or Dumbbell,Beginner,Chest,Middle,Bicycle crunches
32.99,Male,67.77,1.75,176.72,150.07,71.14,0.85,747.32,Cardio,25.89486841,1.72,2.02,1,22.13,1.98,0.03,202.97,81.11,54.19,1733,Perhaps Wrap,Snack,Keto,1.74,2304.76,183.73,362.03,Raw,12.3,13.8,1.82,0,Resistance Band Pull-Aparts,5.03,15.12,Advanced core exercise,369.45,"Glutes, Hamstrings",Dumbbells,Advanced,Shoulders,Anterior,Dumbbell rows
59.3,Male,60.74,1.73,184.66,154.43,55,1.04,999.23,Cardio,21.27427296,2.49,3.01,2.01,20.29,4.01,1,366.23,146.54,97.82,1545,Production Pasta,Breakfast,Vegetarian,7.03,2209.61,255.05,379.13,Grilled,51.12,84.32,2.79,0,Push Ups,4.99,19.95,Builds explosive upper body power,353.83,Lower Abs,Pull-up Bar,Beginner,Arms,Lateral,Pull-ups
33.78,Female,75.51,1.94,181.3,141.23,71.75,1.19,857.51,Yoga,23.00612682,2.43,4,2.01,20.06,3,3.99,403.92,161.05,106.93,1853,Role Wrap,Snack,Vegan,37.26,2299.66,181.75,286.9,Roasted,45.77,120.25,1.48,0,Bicep Curls,4,24.95,Strengthens lower body,348.29,"Legs, Core",Parallel Bars or Chair,Advanced,Legs,Wrist Extensors,Crunches
22.56,Female,117.11,1.68,171.77,134.12,57.06,1.24,1341.43,Strength,35,2.69,3,2.02,41.49,3.01,0.01,247.26,98.74,65.65,3075,Will Soup,Breakfast,Vegan,44.83,1114.54,60.01,135.39,Grilled,38.22,109.58,2.82,0.01,Bicycle Crunches,5.01,24,Builds lower body power and endurance,370.83,Full Body,Cable Machine or Resistance Band,Beginner,Arms,Lower Chest,Lateral raises
47.23,Female,45.59,1.93,165.82,159.14,65.06,1.3,1714.57,HIIT,13.97760658,2.02,2.98,1.99,12.24,3,0.01,283.32,114.49,76.24,1303,Moment Wrap,Lunch,Balanced,1.19,706.38,93.52,207.97,Roasted,48.17,81.65,4.46,-0.01,Flutter Kicks,5.01,15.08,Targets upper chest,356.4,"Back, Biceps",None or Dumbbell,Advanced,Legs,Posterior,Dumbbell front raises
